# CONVERGE Release Build 2.4.24/  Jan 17, 2019       Run Date:Tue Jun 11 10:47:42 2019
# column        1                2                3                4                5                6                7                8                9               10               11               12               13               14               15               16               17
#           Crank         Pressure         Max_Pres         Min_Pres        Mean_Temp         Max_Temp         Min_Temp           Volume             Mass          Density    Integrated_HR          HR_Rate              C_p              C_v            Gamma         Kin_Visc         Dyn_Visc
#           (DEG)            (MPa)            (MPa)            (MPa)              (K)              (K)              (K)            (m^3)             (kg)         (kg/m^3)              (J)         (J/time)         (J/kg-K)         (J/kg-K)           (none)          (m^2/s)        (N*s/m^2)
#
    1.8982131e+03    8.8941046e-02    9.3582963e-02    8.3305139e-02    3.5936058e+02    4.8915500e+02    3.2049989e+02    3.2186098e-04    2.7609479e-04    8.5780759e-01    1.1835114e+03    0.0000000e+00    1.0273848e+03    7.3883674e+02    1.3905438e+00    2.4674484e-05    2.1147736e-05
    1.8983058e+03    8.8960035e-02    9.3749066e-02    8.3403996e-02    3.5935442e+02    4.8886435e+02    3.2038159e+02    3.2220644e-04    2.7645492e-04    8.5800558e-01    1.1835114e+03    0.0000000e+00    1.0273802e+03    7.3883213e+02    1.3905461e+00    2.4668439e-05    2.1147465e-05
    1.8984128e+03    8.8981776e-02    9.3820343e-02    8.3400870e-02    3.5934715e+02    4.8910351e+02    3.2015798e+02    3.2260525e-04    2.7687040e-04    8.5823279e-01    1.1835114e+03    0.0000000e+00    1.0273748e+03    7.3882679e+02    1.3905489e+00    2.4661495e-05    2.1147145e-05
    1.8985056e+03    8.9000486e-02    9.3847292e-02    8.3411109e-02    3.5934066e+02    4.8938918e+02    3.2016706e+02    3.2295122e-04    2.7723066e-04    8.5842888e-01    1.1835114e+03    0.0000000e+00    1.0273701e+03    7.3882215e+02    1.3905513e+00    2.4655495e-05    2.1146859e-05
    1.8986127e+03    8.9021892e-02    9.3813987e-02    8.3500378e-02    3.5933330e+02    4.8972184e+02    3.2011828e+02    3.2334734e-04    2.7764320e-04    8.5865310e-01    1.1835114e+03    0.0000000e+00    1.0273648e+03    7.3881686e+02    1.3905541e+00    2.4648641e-05    2.1146535e-05
    1.8987042e+03    8.9040034e-02    9.3722217e-02    8.3471899e-02    3.5932673e+02    4.9003347e+02    3.2008611e+02    3.2368753e-04    2.7799707e-04    8.5884393e-01    1.1835114e+03    0.0000000e+00    1.0273602e+03    7.3881229e+02    1.3905564e+00    2.4642794e-05    2.1146245e-05
    1.8988126e+03    8.9061295e-02    9.3569714e-02    8.3548682e-02    3.5931874e+02    4.9042898e+02    3.1990783e+02    3.2409095e-04    2.7841625e-04    8.5906827e-01    1.1835114e+03    0.0000000e+00    1.0273547e+03    7.3880687e+02    1.3905592e+00    2.4635910e-05    2.1145893e-05
    1.8989043e+03    8.9079068e-02    9.3533178e-02    8.3624440e-02    3.5931199e+02    4.9078535e+02    3.1985634e+02    3.2443046e-04    2.7876881e-04    8.5925598e-01    1.1835114e+03    0.0000000e+00    1.0273501e+03    7.3880231e+02    1.3905616e+00    2.4630149e-05    2.1145595e-05
    1.8990113e+03    8.9099627e-02    9.3578020e-02    8.3785561e-02    3.5930396e+02    4.9126167e+02    3.1968324e+02    3.2482692e-04    2.7918019e-04    8.5947368e-01    1.1835114e+03    0.0000000e+00    1.0273448e+03    7.3879698e+02    1.3905644e+00    2.4623461e-05    2.1145241e-05
    1.8991043e+03    8.9117226e-02    9.3618904e-02    8.3911745e-02    3.5929700e+02    4.9165358e+02    3.1961986e+02    3.2516913e-04    2.7953497e-04    8.5966022e-01    1.1835114e+03    0.0000000e+00    1.0273401e+03    7.3879239e+02    1.3905667e+00    2.4617728e-05    2.1144934e-05
    1.8992114e+03    8.9137303e-02    9.3564774e-02    8.4163278e-02    3.5928852e+02    4.9205134e+02    3.1938332e+02    3.2556615e-04    2.7994598e-04    8.5987435e-01    1.1835114e+03    0.0000000e+00    1.0273347e+03    7.3878702e+02    1.3905695e+00    2.4611126e-05    2.1144561e-05
    1.8993029e+03    8.9154285e-02    9.3532958e-02    8.4335230e-02    3.5928153e+02    4.9235229e+02    3.1937315e+02    3.2590189e-04    2.8029356e-04    8.6005504e-01    1.1835114e+03    0.0000000e+00    1.0273302e+03    7.3878251e+02    1.3905719e+00    2.4605565e-05    2.1144252e-05
    1.8994114e+03    8.9174187e-02    9.3477325e-02    8.4566062e-02    3.5927276e+02    4.9298044e+02    3.1944635e+02    3.2630109e-04    2.8070645e-04    8.6026818e-01    1.1835114e+03    0.0000000e+00    1.0273247e+03    7.3877711e+02    1.3905747e+00    2.4598985e-05    2.1143866e-05
    1.8995029e+03    8.9190793e-02    9.3475474e-02    8.4691883e-02    3.5926513e+02    4.9346136e+02    3.1934866e+02    3.2663886e-04    2.8105536e-04    8.6044680e-01    1.1835114e+03    0.0000000e+00    1.0273201e+03    7.3877251e+02    1.3905770e+00    2.4593459e-05    2.1143530e-05
    1.8996099e+03    8.9210003e-02    9.3774176e-02    8.4581768e-02    3.5925598e+02    4.9400168e+02    3.1930367e+02    3.2703376e-04    2.8146299e-04    8.6065421e-01    1.1835114e+03    0.0000000e+00    1.0273147e+03    7.3876712e+02    1.3905798e+00    2.4587031e-05    2.1143126e-05
    1.8997029e+03    8.9226522e-02    9.4111012e-02    8.4365569e-02    3.5924795e+02    4.9438558e+02    3.1935438e+02    3.2737628e-04    2.8181629e-04    8.6083296e-01    1.1835114e+03    0.0000000e+00    1.0273099e+03    7.3876243e+02    1.3905823e+00    2.4581487e-05    2.1142772e-05
    1.8998100e+03    8.9245384e-02    9.4343815e-02    8.4258163e-02    3.5923872e+02    4.9496922e+02    3.1939841e+02    3.2776944e-04    2.8222169e-04    8.6103723e-01    1.1835114e+03    0.0000000e+00    1.0273045e+03    7.3875707e+02    1.3905851e+00    2.4575150e-05    2.1142365e-05
    1.8999016e+03    8.9261354e-02    9.4607316e-02    8.3848282e-02    3.5923062e+02    4.9555291e+02    3.1940707e+02    3.2810649e-04    2.8256887e-04    8.6121085e-01    1.1835114e+03    0.0000000e+00    1.0272999e+03    7.3875245e+02    1.3905875e+00    2.4569754e-05    2.1142008e-05
    1.9000102e+03    8.9280143e-02    9.4456557e-02    8.4022954e-02    3.5922126e+02    4.9622285e+02    3.1952751e+02    3.2850297e-04    2.8297730e-04    8.6141474e-01    1.1835114e+03    0.0000000e+00    1.0272945e+03    7.3874705e+02    1.3905903e+00    2.4563426e-05    2.1141595e-05
    1.9001019e+03    8.9295827e-02    9.4143079e-02    8.4159947e-02    3.5921319e+02    4.9668083e+02    3.1967970e+02    3.2883907e-04    2.8332300e-04    8.6158556e-01    1.1835114e+03    0.0000000e+00    1.0272898e+03    7.3874247e+02    1.3905926e+00    2.4558116e-05    2.1141239e-05
    1.9002090e+03    8.9314056e-02    9.4056427e-02    8.4025517e-02    3.5920370e+02    4.9701888e+02    3.1967987e+02    3.2923293e-04    2.8372779e-04    8.6178437e-01    1.1835114e+03    0.0000000e+00    1.0272844e+03    7.3873711e+02    1.3905954e+00    2.4551932e-05    2.1140821e-05
    1.9003023e+03    8.9329809e-02    9.4017912e-02    8.4060776e-02    3.5919552e+02    4.9708730e+02    3.1967918e+02    3.2957482e-04    2.8407904e-04    8.6195614e-01    1.1835114e+03    0.0000000e+00    1.0272798e+03    7.3873248e+02    1.3905978e+00    2.4546592e-05    2.1140461e-05
    1.9004096e+03    8.9347851e-02    9.4277918e-02    8.4042921e-02    3.5918617e+02    4.9690159e+02    3.1963087e+02    3.2996824e-04    2.8448306e-04    8.6215284e-01    1.1835114e+03    0.0000000e+00    1.0272744e+03    7.3872717e+02    1.3906006e+00    2.4540479e-05    2.1140048e-05
    1.9005029e+03    8.9363482e-02    9.4155870e-02    8.3937611e-02    3.5917808e+02    4.9659061e+02    3.1970690e+02    3.3031026e-04    2.8483420e-04    8.6232321e-01    1.1835114e+03    0.0000000e+00    1.0272698e+03    7.3872258e+02    1.3906030e+00    2.4535187e-05    2.1139692e-05
    1.9006103e+03    8.9381455e-02    9.4051675e-02    8.3867461e-02    3.5916899e+02    4.9648785e+02    3.1971672e+02    3.3070296e-04    2.8523747e-04    8.6251864e-01    1.1835114e+03    0.0000000e+00    1.0272645e+03    7.3871734e+02    1.3906057e+00    2.4529126e-05    2.1139291e-05
    1.9007021e+03    8.9396810e-02    9.4006204e-02    8.3777877e-02    3.5916132e+02    4.9593971e+02    3.1974022e+02    3.3103865e-04    2.8558220e-04    8.6268537e-01    1.1835114e+03    0.0000000e+00    1.0272600e+03    7.3871289e+02    1.3906080e+00    2.4523961e-05    2.1138953e-05
    1.9008110e+03    8.9415078e-02    9.4030927e-02    8.3637860e-02    3.5915228e+02    4.9444623e+02    3.1971315e+02    3.3143759e-04    2.8599203e-04    8.6288351e-01    1.1835114e+03    0.0000000e+00    1.0272547e+03    7.3870762e+02    1.3906107e+00    2.4517830e-05    2.1138555e-05
    1.9009030e+03    8.9430506e-02    9.4019312e-02    8.3533601e-02    3.5914504e+02    4.9474410e+02    3.1966606e+02    3.3177118e-04    2.8633510e-04    8.6304994e-01    1.1835114e+03    0.0000000e+00    1.0272503e+03    7.3870327e+02    1.3906130e+00    2.4512699e-05    2.1138236e-05
    1.9010129e+03    8.9449026e-02    9.3997498e-02    8.3563641e-02    3.5913628e+02    4.9449612e+02    3.1958476e+02    3.3217192e-04    2.8674737e-04    8.6324988e-01    1.1835114e+03    0.0000000e+00    1.0272451e+03    7.3869805e+02    1.3906157e+00    2.4506537e-05    2.1137850e-05
    1.9011093e+03    8.9465313e-02    9.4019628e-02    8.3448609e-02    3.5912866e+02    4.9385728e+02    3.1943270e+02    3.3252304e-04    2.8710888e-04    8.6342552e-01    1.1835114e+03    0.0000000e+00    1.0272405e+03    7.3869350e+02    1.3906180e+00    2.4501131e-05    2.1137514e-05
    1.9012038e+03    8.9481367e-02    9.4070474e-02    8.3356404e-02    3.5912106e+02    4.9321691e+02    3.1931510e+02    3.3286870e-04    2.8746503e-04    8.6359887e-01    1.1835114e+03    0.0000000e+00    1.0272360e+03    7.3868901e+02    1.3906204e+00    2.4495796e-05    2.1137179e-05
    1.9013139e+03    8.9500154e-02    9.4138221e-02    8.3306856e-02    3.5911243e+02    4.9244669e+02    3.1914294e+02    3.3327006e-04    2.8787904e-04    8.6380108e-01    1.1835114e+03    0.0000000e+00    1.0272308e+03    7.3868383e+02    1.3906231e+00    2.4489588e-05    2.1136799e-05
    1.9014105e+03    8.9516701e-02    9.4150506e-02    8.3375112e-02    3.5910501e+02    4.9178280e+02    3.1908892e+02    3.3362001e-04    2.8824061e-04    8.6397878e-01    1.1835114e+03    0.0000000e+00    1.0272262e+03    7.3867934e+02    1.3906254e+00    2.4484145e-05    2.1136472e-05
    1.9015038e+03    8.9532718e-02    9.4137011e-02    8.3431208e-02    3.5909778e+02    4.9119081e+02    3.1915872e+02    3.3395936e-04    2.8859128e-04    8.6415090e-01    1.1835114e+03    0.0000000e+00    1.0272219e+03    7.3867499e+02    1.3906276e+00    2.4478873e-05    2.1136153e-05
    1.9016118e+03    8.9551319e-02    9.4159329e-02    8.3442451e-02    3.5908927e+02    4.9078746e+02    3.1908028e+02    3.3435254e-04    2.8899797e-04    8.6435107e-01    1.1835114e+03    0.0000000e+00    1.0272168e+03    7.3866994e+02    1.3906303e+00    2.4472741e-05    2.1135778e-05
    1.9017055e+03    8.9567511e-02    9.4118145e-02    8.3716791e-02    3.5908221e+02    4.9052510e+02    3.1870270e+02    3.3469061e-04    2.8934823e-04    8.6452450e-01    1.1835114e+03    0.0000000e+00    1.0272124e+03    7.3866563e+02    1.3906325e+00    2.4467447e-05    2.1135467e-05
    1.9018133e+03    8.9586141e-02    9.4118955e-02    8.3950886e-02    3.5907387e+02    4.8978476e+02    3.1840347e+02    3.3508279e-04    2.8975431e-04    8.6472454e-01    1.1835114e+03    0.0000000e+00    1.0272074e+03    7.3866063e+02    1.3906351e+00    2.4461334e-05    2.1135099e-05
    1.9019067e+03    8.9602328e-02    9.4100577e-02    8.4053640e-02    3.5906677e+02    4.8973992e+02    3.1825520e+02    3.3542164e-04    2.9010551e-04    8.6489802e-01    1.1835114e+03    0.0000000e+00    1.0272031e+03    7.3865633e+02    1.3906373e+00    2.4456042e-05    2.1134786e-05
    1.9020044e+03    8.9619197e-02    9.4318079e-02    8.3833895e-02    3.5905955e+02    4.8970593e+02    3.1834372e+02    3.3577427e-04    2.9047107e-04    8.6507840e-01    1.1835114e+03    0.0000000e+00    1.0271986e+03    7.3865189e+02    1.3906396e+00    2.4450548e-05    2.1134468e-05
    1.9021165e+03    8.9638529e-02    9.3973769e-02    8.3850757e-02    3.5905128e+02    4.8967998e+02    3.1849376e+02    3.3617816e-04    2.9088995e-04    8.6528507e-01    1.1835114e+03    0.0000000e+00    1.0271935e+03    7.3864682e+02    1.3906423e+00    2.4444257e-05    2.1134104e-05
    1.9022099e+03    8.9654550e-02    9.4078616e-02    8.3951292e-02    3.5904432e+02    4.8956811e+02    3.1854774e+02    3.3651508e-04    2.9123921e-04    8.6545663e-01    1.1835114e+03    0.0000000e+00    1.0271892e+03    7.3864259e+02    1.3906445e+00    2.4439032e-05    2.1133797e-05
    1.9023057e+03    8.9670891e-02    9.4074136e-02    8.4022664e-02    3.5903701e+02    4.8959973e+02    3.1863972e+02    3.3686268e-04    2.9159916e-04    8.6563214e-01    1.1835114e+03    0.0000000e+00    1.0271848e+03    7.3863821e+02    1.3906467e+00    2.4433678e-05    2.1133474e-05
    1.9024145e+03    8.9689322e-02    9.4023456e-02    8.4190491e-02    3.5902868e+02    4.9002120e+02    3.1887955e+02    3.3725659e-04    2.9200698e-04    8.6583031e-01    1.1835114e+03    0.0000000e+00    1.0271798e+03    7.3863326e+02    1.3906493e+00    2.4427632e-05    2.1133107e-05
    1.9025102e+03    8.9705411e-02    9.4022528e-02    8.4398465e-02    3.5902139e+02    4.9047124e+02    3.1905589e+02    3.3760091e-04    2.9236351e-04    8.6600333e-01    1.1835114e+03    0.0000000e+00    1.0271755e+03    7.3862894e+02    1.3906515e+00    2.4422353e-05    2.1132786e-05
    1.9026058e+03    8.9721382e-02    9.4004225e-02    8.4317060e-02    3.5901404e+02    4.9088094e+02    3.1916592e+02    3.3794508e-04    2.9271971e-04    8.6617538e-01    1.1835114e+03    0.0000000e+00    1.0271711e+03    7.3862462e+02    1.3906538e+00    2.4417100e-05    2.1132462e-05
    1.9027145e+03    8.9739432e-02    9.4015652e-02    8.4195839e-02    3.5900578e+02    4.9131964e+02    3.1920721e+02    3.3833520e-04    2.9312337e-04    8.6636971e-01    1.1835114e+03    0.0000000e+00    1.0271662e+03    7.3861975e+02    1.3906563e+00    2.4411171e-05    2.1132098e-05
    1.9028101e+03    8.9755213e-02    9.4038097e-02    8.4172112e-02    3.5899844e+02    4.9166824e+02    3.1930171e+02    3.3867965e-04    2.9347944e-04    8.6653991e-01    1.1835114e+03    0.0000000e+00    1.0271619e+03    7.3861545e+02    1.3906585e+00    2.4405973e-05    2.1131774e-05
    1.9029056e+03    8.9770944e-02    9.3955751e-02    8.4557429e-02    3.5899124e+02    4.9200612e+02    3.1934342e+02    3.3902232e-04    2.9383380e-04    8.6670930e-01    1.1835114e+03    0.0000000e+00    1.0271576e+03    7.3861119e+02    1.3906607e+00    2.4400807e-05    2.1131456e-05
    1.9030141e+03    8.9788798e-02    9.3940286e-02    8.4519457e-02    3.5898320e+02    4.9238626e+02    3.1945282e+02    3.3941096e-04    2.9423578e-04    8.6690125e-01    1.1835114e+03    0.0000000e+00    1.0271528e+03    7.3860639e+02    1.3906632e+00    2.4394962e-05    2.1131101e-05
    1.9031096e+03    8.9804467e-02    9.3963101e-02    8.4857303e-02    3.5897616e+02    4.9273745e+02    3.1954885e+02    3.3975323e-04    2.9458972e-04    8.6706965e-01    1.1835114e+03    0.0000000e+00    1.0271485e+03    7.3860218e+02    1.3906654e+00    2.4389836e-05    2.1130791e-05
    1.9032026e+03    8.9819792e-02    9.3974531e-02    8.5269722e-02    3.5896947e+02    4.9309250e+02    3.1970837e+02    3.4008677e-04    2.9493478e-04    8.6723390e-01    1.1835114e+03    0.0000000e+00    1.0271444e+03    7.3859811e+02    1.3906675e+00    2.4384848e-05    2.1130496e-05
    1.9033132e+03    8.9838166e-02    9.3992151e-02    8.5631438e-02    3.5896196e+02    4.9347971e+02    3.1975140e+02    3.4048098e-04    2.9534328e-04    8.6742961e-01    1.1835114e+03    0.0000000e+00    1.0271396e+03    7.3859335e+02    1.3906700e+00    2.4378931e-05    2.1130165e-05
    1.9034079e+03    8.9854035e-02    9.3973508e-02    8.5655654e-02    3.5895572e+02    4.9372641e+02    3.1980947e+02    3.4081865e-04    2.9569359e-04    8.6759803e-01    1.1835114e+03    0.0000000e+00    1.0271355e+03    7.3858931e+02    1.3906721e+00    2.4373853e-05    2.1129889e-05
    1.9035008e+03    8.9869772e-02    9.3913429e-02    8.5543339e-02    3.5895009e+02    4.9384459e+02    3.1976921e+02    3.4114736e-04    2.9603530e-04    8.6776372e-01    1.1835114e+03    0.0000000e+00    1.0271316e+03    7.3858545e+02    1.3906741e+00    2.4368885e-05    2.1129641e-05
    1.9036116e+03    8.9888812e-02    9.3896546e-02    8.5605824e-02    3.5894356e+02    4.9386777e+02    3.1972747e+02    3.4154220e-04    2.9644617e-04    8.6796351e-01    1.1835114e+03    0.0000000e+00    1.0271270e+03    7.3858085e+02    1.3906765e+00    2.4362912e-05    2.1129352e-05
    1.9037068e+03    8.9905439e-02    9.3920590e-02    8.5402128e-02    3.5893821e+02    4.9382012e+02    3.1969847e+02    3.4188323e-04    2.9680152e-04    8.6813711e-01    1.1835114e+03    0.0000000e+00    1.0271231e+03    7.3857692e+02    1.3906785e+00    2.4357741e-05    2.1129116e-05
    1.9038151e+03    8.9924617e-02    9.3909270e-02    8.5292571e-02    3.5893267e+02    4.9367645e+02    3.1988901e+02    3.4226788e-04    2.9720347e-04    8.6833584e-01    1.1835114e+03    0.0000000e+00    1.0271187e+03    7.3857257e+02    1.3906808e+00    2.4351856e-05    2.1128872e-05
    1.9039103e+03    8.9941723e-02    9.3857178e-02    8.5232942e-02    3.5892810e+02    4.9351498e+02    3.2026155e+02    3.4260613e-04    2.9755760e-04    8.6851218e-01    1.1835114e+03    0.0000000e+00    1.0271149e+03    7.3856879e+02    1.3906827e+00    2.4346654e-05    2.1128670e-05
    1.9040068e+03    8.9959271e-02    9.3827828e-02    8.5330728e-02    3.5892384e+02    4.9336758e+02    3.2021452e+02    3.4294712e-04    2.9791544e-04    8.6869207e-01    1.1835114e+03    0.0000000e+00    1.0271111e+03    7.3856503e+02    1.3906847e+00    2.4341372e-05    2.1128482e-05
    1.9041114e+03    8.9978511e-02    9.3829329e-02    8.5460918e-02    3.5891934e+02    4.9325442e+02    3.2040196e+02    3.4331695e-04    2.9830428e-04    8.6888888e-01    1.1835114e+03    0.0000000e+00    1.0271070e+03    7.3856096e+02    1.3906868e+00    2.4335607e-05    2.1128284e-05
    1.9042161e+03    8.9997947e-02    9.3818561e-02    8.5322606e-02    3.5891492e+02    4.9312663e+02    3.2055106e+02    3.4368898e-04    2.9869576e-04    8.6908740e-01    1.1835114e+03    0.0000000e+00    1.0271029e+03    7.3855690e+02    1.3906889e+00    2.4329803e-05    2.1128088e-05
    1.9043208e+03    9.0017536e-02    9.3761034e-02    8.5253271e-02    3.5891069e+02    4.9296050e+02    3.2065107e+02    3.4405942e-04    2.9908636e-04    8.6928694e-01    1.1835114e+03    0.0000000e+00    1.0270988e+03    7.3855289e+02    1.3906910e+00    2.4323985e-05    2.1127902e-05
    1.9044044e+03    9.0033246e-02    9.3737431e-02    8.5270294e-02    3.5890714e+02    4.9280111e+02    3.2076519e+02    3.4435713e-04    2.9940039e-04    8.6944736e-01    1.1835114e+03    0.0000000e+00    1.0270956e+03    7.3854965e+02    1.3906926e+00    2.4319304e-05    2.1127745e-05
    1.9045079e+03    9.0052699e-02    9.3728042e-02    8.5316245e-02    3.5890310e+02    4.9254505e+02    3.2094164e+02    3.4472021e-04    2.9978425e-04    8.6964511e-01    1.1835114e+03    0.0000000e+00    1.0270916e+03    7.3854573e+02    1.3906947e+00    2.4313553e-05    2.1127567e-05
    1.9046099e+03    9.0071878e-02    9.3811053e-02    8.5402301e-02    3.5889882e+02    4.9222821e+02    3.2113089e+02    3.4508130e-04    3.0016581e-04    8.6984085e-01    1.1835114e+03    0.0000000e+00    1.0270877e+03    7.3854181e+02    1.3906967e+00    2.4307851e-05    2.1127378e-05
    1.9047104e+03    9.0090727e-02    9.3888683e-02    8.5411939e-02    3.5889482e+02    4.9184042e+02    3.2115242e+02    3.4543259e-04    3.0053765e-04    8.7003269e-01    1.1835114e+03    0.0000000e+00    1.0270838e+03    7.3853802e+02    1.3906987e+00    2.4302275e-05    2.1127201e-05
    1.9048099e+03    9.0109289e-02    9.3940268e-02    8.5439080e-02    3.5889055e+02    4.9135090e+02    3.2112739e+02    3.4578329e-04    3.0090838e-04    8.7022243e-01    1.1835114e+03    0.0000000e+00    1.0270800e+03    7.3853421e+02    1.3907006e+00    2.4296746e-05    2.1127013e-05
    1.9049079e+03    9.0127495e-02    9.4014482e-02    8.4976859e-02    3.5888644e+02    4.9190233e+02    3.2122719e+02    3.4612668e-04    3.0127154e-04    8.7040833e-01    1.1835114e+03    0.0000000e+00    1.0270762e+03    7.3853050e+02    1.3907026e+00    2.4291335e-05    2.1126832e-05
    1.9050047e+03    9.0145342e-02    9.4044521e-02    8.4438710e-02    3.5888172e+02    4.9323280e+02    3.2115707e+02    3.4647139e-04    3.0163531e-04    8.7059226e-01    1.1835114e+03    0.0000000e+00    1.0270724e+03    7.3852670e+02    1.3907045e+00    2.4285951e-05    2.1126623e-05
    1.9051002e+03    9.0162812e-02    9.4028021e-02    8.4137538e-02    3.5887742e+02    4.9455138e+02    3.2141325e+02    3.4680673e-04    3.0198943e-04    8.7077154e-01    1.1835114e+03    0.0000000e+00    1.0270687e+03    7.3852305e+02    1.3907064e+00    2.4280718e-05    2.1126433e-05
    1.9052127e+03    9.0183290e-02    9.4048617e-02    8.4002461e-02    3.5887223e+02    4.9598019e+02    3.2169157e+02    3.4720210e-04    3.0240679e-04    8.7098204e-01    1.1835114e+03    0.0000000e+00    1.0270644e+03    7.3851874e+02    1.3907086e+00    2.4274568e-05    2.1126205e-05
    1.9053049e+03    9.0199968e-02    9.4063171e-02    8.4267693e-02    3.5886807e+02    4.9692770e+02    3.2176917e+02    3.4752403e-04    3.0274671e-04    8.7115332e-01    1.1835114e+03    0.0000000e+00    1.0270609e+03    7.3851525e+02    1.3907104e+00    2.4269568e-05    2.1126021e-05
    1.9054134e+03    9.0219501e-02    9.4142694e-02    8.4923779e-02    3.5886292e+02    4.9775059e+02    3.2174239e+02    3.4790526e-04    3.0314886e-04    8.7135462e-01    1.1835114e+03    0.0000000e+00    1.0270567e+03    7.3851110e+02    1.3907126e+00    2.4263679e-05    2.1125794e-05
    1.9055021e+03    9.0235392e-02    9.4171748e-02    8.5408718e-02    3.5885879e+02    4.9807391e+02    3.2178918e+02    3.4821563e-04    3.0347627e-04    8.7151824e-01    1.1835114e+03    0.0000000e+00    1.0270533e+03    7.3850773e+02    1.3907143e+00    2.4258895e-05    2.1125612e-05
    1.9056068e+03    9.0254027e-02    9.4245345e-02    8.5287514e-02    3.5885368e+02    4.9798533e+02    3.2189475e+02    3.4858352e-04    3.0386401e-04    8.7171076e-01    1.1835114e+03    0.0000000e+00    1.0270493e+03    7.3850372e+02    1.3907164e+00    2.4253256e-05    2.1125387e-05
    1.9057092e+03    9.0272189e-02    9.4290783e-02    8.5136446e-02    3.5884899e+02    4.9740282e+02    3.2200897e+02    3.4894036e-04    3.0424030e-04    8.7189770e-01    1.1835114e+03    0.0000000e+00    1.0270454e+03    7.3849988e+02    1.3907184e+00    2.4247794e-05    2.1125180e-05
    1.9058097e+03    9.0289935e-02    9.4295729e-02    8.4992668e-02    3.5884431e+02    4.9641958e+02    3.2205763e+02    3.4929116e-04    3.0461004e-04    8.7208059e-01    1.1835114e+03    0.0000000e+00    1.0270416e+03    7.3849611e+02    1.3907204e+00    2.4242447e-05    2.1124974e-05
    1.9059039e+03    9.0306528e-02    9.4290868e-02    8.5011486e-02    3.5883998e+02    4.9522556e+02    3.2214222e+02    3.4962125e-04    3.0495766e-04    8.7225149e-01    1.1835114e+03    0.0000000e+00    1.0270380e+03    7.3849258e+02    1.3907222e+00    2.4237453e-05    2.1124784e-05
    1.9060159e+03    9.0326219e-02    9.4298580e-02    8.4950581e-02    3.5883509e+02    4.9360937e+02    3.2212549e+02    3.5001111e-04    3.0536849e-04    8.7245372e-01    1.1835114e+03    0.0000000e+00    1.0270339e+03    7.3848844e+02    1.3907243e+00    2.4231555e-05    2.1124568e-05
    1.9061081e+03    9.0342351e-02    9.4305189e-02    8.4966121e-02    3.5883104e+02    4.9220735e+02    3.2188387e+02    3.5033269e-04    3.0570714e-04    8.7261950e-01    1.1835114e+03    0.0000000e+00    1.0270304e+03    7.3848504e+02    1.3907261e+00    2.4226719e-05    2.1124390e-05
    1.9062174e+03    9.0361509e-02    9.4344266e-02    8.4992739e-02    3.5882660e+02    4.9059425e+02    3.2166717e+02    3.5071164e-04    3.0610655e-04    8.7281547e-01    1.1835114e+03    0.0000000e+00    1.0270264e+03    7.3848109e+02    1.3907281e+00    2.4221021e-05    2.1124194e-05
    1.9063073e+03    9.0377242e-02    9.4372191e-02    8.5010222e-02    3.5882288e+02    4.8936290e+02    3.2157520e+02    3.5102516e-04    3.0643675e-04    8.7297660e-01    1.1835114e+03    0.0000000e+00    1.0270231e+03    7.3847782e+02    1.3907298e+00    2.4216334e-05    2.1124030e-05
    1.9064133e+03    9.0395858e-02    9.4410452e-02    8.5073706e-02    3.5881891e+02    4.8807747e+02    3.2153585e+02    3.5139132e-04    3.0682302e-04    8.7316618e-01    1.1835114e+03    0.0000000e+00    1.0270194e+03    7.3847407e+02    1.3907318e+00    2.4210842e-05    2.1123855e-05
    1.9065001e+03    9.0411122e-02    9.4415427e-02    8.5153357e-02    3.5881558e+02    4.8715776e+02    3.2160476e+02    3.5169322e-04    3.0714137e-04    8.7332184e-01    1.1835114e+03    0.0000000e+00    1.0270162e+03    7.3847097e+02    1.3907334e+00    2.4206332e-05    2.1123708e-05
    1.9066023e+03    9.0429129e-02    9.4461395e-02    8.5180751e-02    3.5881209e+02    4.8724306e+02    3.2171087e+02    3.5204428e-04    3.0751222e-04    8.7350438e-01    1.1835114e+03    0.0000000e+00    1.0270126e+03    7.3846742e+02    1.3907352e+00    2.4201066e-05    2.1123554e-05
    1.9067071e+03    9.0447664e-02    9.4414768e-02    8.5312980e-02    3.5880838e+02    4.8725474e+02    3.2179070e+02    3.5240742e-04    3.0789575e-04    8.7369258e-01    1.1835114e+03    0.0000000e+00    1.0270089e+03    7.3846374e+02    1.3907371e+00    2.4195636e-05    2.1123391e-05
    1.9068142e+03    9.0466629e-02    9.4434901e-02    8.5393751e-02    3.5880460e+02    4.8720561e+02    3.2166309e+02    3.5277888e-04    3.0828821e-04    8.7388511e-01    1.1835114e+03    0.0000000e+00    1.0270052e+03    7.3845999e+02    1.3907391e+00    2.4190087e-05    2.1123224e-05
    1.9069031e+03    9.0482397e-02    9.4428600e-02    8.5436969e-02    3.5880178e+02    4.8713854e+02    3.2177980e+02    3.5308340e-04    3.0861057e-04    8.7404440e-01    1.1835114e+03    0.0000000e+00    1.0270021e+03    7.3845695e+02    1.3907406e+00    2.4185513e-05    2.1123100e-05
